TSid,dataSetName,iso2kUI,archiveType,pub1_doi,lat,lon,elevation,siteName,minYear,maxYear,variableName,units,description,measurementMaterial,measurementMaterialDetail,climateVariable,climateVariableDetail,seasonality,direction,isotopeInterpretation1_inferredMaterial,isotopeInterpretation1_direction,isotopeInterpretation1_variable,isotopeInterpretation1_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
CO08KIPR01A,CO08KIPR,CO08KIPR01A,Coral,"10.1029/2008PA001598, 10.1029/2010gc003171, 10.1007/s00382-007-0224-2",17.933,-67.001,,"Turrumote Reef, La Parguera, Puerto Rico",-54,199,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,"Kilbourne 2007, 2008, and 2010 are all the same coral with radiocarbon 2007 and new coral in 2010 extending record to 1479.",DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO08KIPR.html,,DMT (1/14/19)
Ocean2kHR_163,CO09FEOG,CO09FEOG01A,Coral,10.1130/G25581A.3,27.1059,142.1941,-5.6,Miyanohama,-44.917,77.75,d18O,permil,carbonate,coral,,T,sea@surface,not applicable (subannually resolved),negative,surface seawater,negative,T_water,,,"DMT (1/14/19) MNE, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/CO09FEOG.html,,DMT (1/14/19)
Ocean2kHR_164,CO09FEOG,CO09FEOG01AT1,Coral,10.1130/G25581A.3,27.1059,142.1941,-5.6,Miyanohama,-44.917,77.75,Sr/Ca,mmol/mol,carbonate,coral,aragonite,T,sea@surface,not applicable (subannually resolved),negative,surface seawater,,,,,"DMT (1/14/19) MNE, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/CO09FEOG.html,,DMT (1/14/19)
Ocean2kHR_165,CO09FEOG,,Coral,10.1130/G25581A.3,27.1059,142.1941,-5.6,Miyanohama,-44.917,77.75,d13C,permil,carbonate,coral,,,,,,surface seawater,,,,d13C: not SST sensitive,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO09FEOG.html,,DMT (1/14/19)
Ocean2kHR_012,CO09NAKY,CO09NAKY02A,Coral,10.1029/2009GL040590,-3.2,40.1,-4.4,Malindi,-52.71,63.04,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,not applicable (subannually resolved),decrease/increase,surface seawater,negative,T_water,,,"DMT (1/14/19) JZ, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO09NAKY.html,,DMT (1/14/19)
CO09NUTB01B,CO09NUTB,CO09NUTB01B,Coral,10.1029/2009GL040270,3.9062,-159.2859,,Fanning Island,-55.54,-22.13,d18O,permil,carbonate,coral,aragonite,S,sea surface,,increase,surface seawater,positive,Salinity_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO09NUTB.html,,DMT (1/14/19)
Ocean2kHR_097,CO10HEIG,CO10HEIG01A,Coral,10.1029/2006GC001348,16.2,-61.49,-1.7,Guadeloupe,-49.21,54.3,d18O,permil,carbonate,coral,aragonite,T,sea surface,not applicable (subannually resolved),decrease,surface seawater,negative,T_water,,Hetzinger 2006 is  the calibration paper and Hetzinger 2010 is the full reconstruction with interpretation. Confirmed the data reported for both studies on NOAA web site is the identical.,"DMT (1/14/19) KHK, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO10HEIG.html,,DMT (1/14/19)
Ocean2kHR_098,CO10HEIG,CO10HEIG01AT1,Coral,10.1029/2006GC001348,16.2,-61.49,-1.7,Guadeloupe,-49.21,54.3,Sr/Ca,mmol/mol,carbonate,coral,aragonite,T,sea@surface,not applicable (subannually resolved),decrease,surface seawater,,,,,"DMT (1/14/19) KHK, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/CO10HEIG.html,,DMT (1/14/19)
Ocean2kHR_162,CO11NUPM,CO11NUPM01B,Coral,10.1175/2011JCLI3852.1,5.87,-162.13,-10,Palmyra,-48.21,63.87,d18O,permil,carbonate,coral,aragonite,S,sea surface,not applicable (subannually resolved),increase,surface seawater,positive,Salinity_water,,d18Osw (residuals calculated from coupled SrCa and d18O measurements),"DMT (1/14/19) MNE, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/CO11NUPM.html,,DMT (1/14/19)
Ocean2kHR_161,CO11NUPM,CO11NUPM01BT1,Coral,10.1175/2011JCLI3852.1,5.87,-162.13,-10,Palmyra,-48.29,63.87,Sr/Ca,mmol/mol,carbonate,coral,aragonite,T,sea@surface,not applicable (subannually resolved),decrease,surface seawater,,,,,"DMT (1/14/19) MNE, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/CO11NUPM.html,,DMT (1/14/19)
Ocean2kHR_160,CO11NUPM,CO11NUPM01,Coral,10.1175/2011JCLI3852.1,5.87,-162.13,-10,Palmyra,-48.29,63.87,d18O,permil,carbonate,coral,,temperature and salinity,sea@surface,,decrease/increase,surface seawater,negative,T_water,,"Duplicate of modern coral d18O in CO03COPM01A, also included in composite record Ocean2kHR_139",DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO11NUPM.html,"Missing ""isotope interpreation1,2,3"" fields -BK DMT: fixed 1/14",DMT (1/14/19)
Ocean2kHR_154,CO12GOVA,CO12GOVA01A,Coral,10.1029/2012PA002302,-15.94,166.04,-8,Vanuatu,-57.625,107.375,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,not applicable (subannually resolved),decrease,surface seawater,positive,Salinity_water,,,"DMT (1/14/19) MNE, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO12GOVA.html,,DMT (1/14/19)
Ocean2kHR_155,CO12GOVA,,Coral,10.1029/2012PA002302,-15.94,166.04,-8,Vanuatu,-57.625,107.375,d13C,permil,carbonate,coral,,,,,,surface seawater,,,,d13C: not SST sensitive,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO12GOVA.html,,DMT (1/14/19)
CO13CABL01A,CO13CABL,CO13CABL01A,Coral,10.1007/s00338-012-1004-y,16.1292,-88.2497,,Belize,-56.01,9.63,d18O,permil,carbonate,coral,aragonite,,,,,surface seawater,negative,T_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13CABL.html,,DMT (1/14/19)
CO13CABL02A,CO13CABL,CO13CABL02A,Coral,10.1007/s00338-012-1004-y,16.1292,-88.2497,,Belize,-55.92,20.08,d18O,permil,carbonate,coral,aragonite,,,,,surface seawater,negative,T_water,,This time series needs to be replaced-- erroneous values!,DMT (1/14/19),?,http://lipdverse.org/iso2k/0_12_0/CO13CABL.html,,DMT (1/14/19)
CO13CAHN01A,CO13CAHN,CO13CAHN01A,Coral,10.1007/s00338-012-1004-y,16.0644,-86.9508,,"Diamond Caye, Utila, Honduras",-56.5,10,d18O,permil,carbonate,coral,aragonite,,,,,surface seawater,negative,T_water,,This time series needs to be replaced-- erroneous values!,DMT (1/14/19),?,http://lipdverse.org/iso2k/0_12_0/CO13CAHN.html,,DMT (1/14/19)
CO13CAHN02A,CO13CAHN,CO13CAHN02A,Coral,10.1007/s00338-012-1004-y,16.0644,-86.9508,,"Diamond Caye, Utila, Honduras",-56.47,27.91,d18O,permil,carbonate,coral,aragonite,,,,,surface seawater,negative,T_water,,This time series needs to be replaced-- erroneous values!,DMT (1/14/19),?,http://lipdverse.org/iso2k/0_12_0/CO13CAHN.html,,DMT (1/14/19)
CO13COTB00A,CO13COTB,CO13COTB00A,Coral,10.1038/nature01779,3.9062,-159.2859,,Fanning Island (composite),-28.79,0.46,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13COTB.html,,DMT (1/14/19)
CO13COXM03A,CO13COXM,CO13COXM03A,Coral,10.1126/science.1228246,1.52,-157.24,,"Kiritimati Island, Line Islands, Kiribati",1515.71,1561.38,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13COXM.html,,DMT (1/14/19)
WEB396032ca,CO13DESC01A,CO13DESC01A,Coral,10.1002/jgrc.20180,19.287,110.656,,Hainan Island,-61,97,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13DESC01A.html,,DMT (1/14/19)
WEBa131bf7e,CO13DESC01A,CO13DESC01B,Coral,10.1002/jgrc.20180,19.287,110.656,,Hainan Island,-61,97,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO13DESC01A.html,,DMT (1/14/19)
CO13HENG01A,CO13HENG,CO13HENG01A,Coral,10.1130/G33510.1,-10.6907,152.8115,,"Misima Island, Papua New Guinea",4.990385,33.075,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,,surface seawater,positive,Salinity_water,,"The data on the NOAA web site combines the two cores together into one long record, the dead coral cores spans 1411-1644 with some overlap and the modern coral spans 1915-1944. The Geology paper and supplemental data do not have much methods information and I downloaded Kellys dissertaion but it is just the published papers. I am familar with the Quinns lab procedures so I filled in information where I could. This is one of the few coral records that spans the earlier part of the LIA so it is important to include even if it is not continous. Kelly has another coral record in her dissertaion for the Medieval Climate Anomaly from Tasmaloum, Vanuatu (15.6i¿½S, 166.9i¿½E), and I am not sure her status with publishing this work but I will ask Terry.",DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13HENG.html,,DMT (1/14/19)
CO13HENG02A,CO13HENG,CO13HENG02A,Coral,10.1130/G33510.1,-10.6907,152.8115,,"Misima Island, Papua New Guinea",371.575,538.375,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,,surface seawater,positive,Salinity_water,,"The data on the NOAA web site combines the two cores together into one long record, the dead coral cores spans 1411-1644 with some overlap and the modern coral spans 1915-1944. The Geology paper and supplemental data do not have much methods information and I downloaded Kellys dissertaion but it is just the published papers. I am familar with the Quinns lab procedures so I filled in information where I could. This is one of the few coral records that spans the earlier part of the LIA so it is important to include even if it is not continous. Kelly has another coral record in her dissertaion for the Medieval Climate Anomaly from Tasmaloum, Vanuatu (15.6i¿½S, 166.9i¿½E), and I am not sure her status with publishing this work but I will ask Terry.",DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13HENG.html,,DMT (1/14/19)
CO13HENG03A,CO13HENG,CO13HENG03A,Coral,10.1130/G33510.1,-10.6907,152.8115,,"Misima Island, Papua New Guinea",305.25,394.625,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,,surface seawater,positive,Salinity_water,,"The data on the NOAA web site combines the two cores together into one long record, the dead coral cores spans 1411-1644 with some overlap and the modern coral spans 1915-1944. The Geology paper and supplemental data do not have much methods information and I downloaded Kellys dissertaion but it is just the published papers. I am familar with the Quinns lab procedures so I filled in information where I could. This is one of the few coral records that spans the earlier part of the LIA so it is important to include even if it is not continous. Kelly has another coral record in her dissertaion for the Medieval Climate Anomaly from Tasmaloum, Vanuatu (15.6i¿½S, 166.9i¿½E), and I am not sure her status with publishing this work but I will ask Terry.",DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO13HENG.html,,DMT (1/14/19)
CO14BOVI01A,CO14BOVI,CO14BOVI01A,Coral,10.1016/j.palaeo.2014.05.047,12.2139,109.3049,,"Hon Tre Island, Vietnam",-60.833333,-27,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14BOVI.html,,DMT (1/14/19)
CO14BOVI02A,CO14BOVI,CO14BOVI02A,Coral,10.1016/j.palaeo.2014.05.047,12.2139,109.3049,,"Hon Tre Island, Vietnam",-60.833333,-27,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO14BOVI.html,,DMT (1/14/19)
CO14BOVI02B,CO14BOVI,CO14BOVI02B,Coral,10.1016/j.palaeo.2014.05.047,12.2139,109.3049,,"Hon Tre Island, Vietnam",-60.833333,-27,d18O,permil,carbonate,coral,aragonite,S,sea surface,,,surface seawater,increase,Salinity_water,wet season,*Data missing. d18Osw,,FALSE,http://lipdverse.org/iso2k/0_12_0/CO14BOVI.html,,
CO14BOVI00B,CO14BOVI,CO14BOVI00B,Coral,10.1016/j.palaeo.2014.05.047,12.2139,109.3049,,"Hon Tre Island, Vietnam",-27,1951,d18O,permil,carbonate,coral,,S,sea surface,,increase,surface seawater,positive,Salinity_water,wet season,*Data missing,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14BOVI.html,"isotope interpretation1 should be ""salinity_water"" correct?",DMT (1/14/19)
CO14BOVI00A,CO14BOVI,CO14BOVI00A,Coral,10.1016/j.palaeo.2014.05.047,12.2139,109.3049,,"Hon Tre Island, Vietnam",-27,1951,d18O,permil,carbonate,coral,,temperature and salinity,sea surface,,,surface seawater,decrease,T,,*Data missing,,?,http://lipdverse.org/iso2k/0_12_0/CO14BOVI.html,,
CO14CABT01B,CO14CABT,CO14CABT01B,Coral,10.1002/2014PA002683,3.0731,172.7469,,"Butaritari Atoll, Gilbert Islands",-60.374,-9.374,d18O,permil,carbonate,coral,aragonite,S,sea surface,,increase,surface seawater,positive,Salinity_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14CABT.html,,DMT (1/14/19)
CO14CABT01B2,CO14CABT,CO14CABT01B,Coral,10.1002/2014PA002683,3.0731,172.7469,,"Butaritari Atoll, Gilbert Islands",-60.374,-9.374,d18O,permil,carbonate,coral,aragonite,S,sea surface,,increase,surface seawater,positive,Salinity_water,,,DMT (1/14/19),DUPLICATE,http://lipdverse.org/iso2k/0_12_0/CO14CABT.html,,DMT (1/14/19)
CO14CABT01A,CO14CABT,CO14CABT01A,Coral,10.1002/2014PA002683,3.0731,172.7469,,"Butaritari Atoll, Gilbert Islands",-60.374,-9.374,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,,surface seawater,decrease,Temperature_water,,,,TRUE,http://lipdverse.org/iso2k/0_12_0/CO14CABT.html,,
CO14CATI01B,CO14CATI,CO14CATI01B,Coral,10.1002/2013JC009594,-10.2,123.5167,,"Ombai Strait, Timor Island",-54.46,35.54,d18O,permil,carbonate,coral,aragonite,S,sea surface,,increase,surface seawater,positive,Salinity_water,,several distinct postive anomalies between 1977 and 1986 should be interpreted with caution. Authors note that these anomalies could be attributed to vital effects or diagensis and should be reproduced with additional cores from Timor,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14CATI.html,,DMT (1/14/19)
CO14CATI01B2,CO14CATI,CO14CATI01B,Coral,10.1002/2013JC009594,-10.2,123.5167,,"Ombai Strait, Timor Island",-54.46,35.54,d18O,permil,carbonate,coral,aragonite,S,sea surface,,increase,surface seawater,positive,Salinity_water,,several distinct postive anomalies between 1977 and 1986 should be interpreted with caution. Authors note that these anomalies could be attributed to vital effects or diagensis and should be reproduced with additional cores from Timor,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14CATI.html,,DMT (1/14/19)
CO14CATI01A,CO14CATI,CO14CATI01A,Coral,10.1002/2013JC009594,-10.2,123.5167,,"Ombai Strait, Timor Island",-54.46,35.54,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,,surface seawater,decrease,Temperature_water,,several distinct postive anomalies between 1977 and 1986 should be interpreted with caution. Authors note that these anomalies could be attributed to vital effects or diagensis and should be reproduced with additional cores from Timor,,TRUE,http://lipdverse.org/iso2k/0_12_0/CO14CATI.html,,
Ocean2kHR_181,CO14OSPA,CO14OSPA01A,Coral,10.1007/s00338-014-1146-1,7.2859,134.2503,-12,Palau,-58.17,50.83,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,not applicable (subannually resolved),decrease/increase,surface seawater,negative,T_water,,Fixed latitude & temporal coverage DMT 3/24/2018,DMT (1/14/19) NJA,TRUE,http://lipdverse.org/iso2k/0_12_0/CO14OSPA.html,,DMT (1/14/19)
Ocean2kHR_182,CO14OSPA,,Coral,10.1007/s00338-014-1146-1,7.2859,134.2503,-12,Palau,-58.17,50.83,d13C,permil,carbonate,coral,,,,,,surface seawater,,,,d13C: not SST sensitive,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14OSPA.html,,DMT (1/14/19)
Ocean2kHR_183,CO14OSPA,CO14OSPA02A,Coral,10.1007/s00338-014-1146-1,7.2859,134.2503,-12,Palau,-58.17,156.83,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,not applicable (subannually resolved),decrease/increase,surface seawater,negative,T_water,,see Osborne et al. (2013) for discrepancies in the UC composite.,DMT (1/14/19) NJA,TRUE,http://lipdverse.org/iso2k/0_12_0/CO14OSPA.html,,DMT (1/14/19)
Ocean2kHR_184,CO14OSPA,,Coral,10.1007/s00338-014-1146-1,7.2859,134.2503,-12,Palau,-58.17,156.83,d13C,permil,carbonate,coral,,,,,,surface seawater,,,,d13C: not SST sensitive,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO14OSPA.html,,DMT (1/14/19)
CO14WUCL01A,CO14WUCL,CO14WUCL01A,Coral,10.1016/j.palaeo.2014.07.039,10.3,-109.22,,Clipperton Atoll,-6.79,75.92,d18O,permil,carbonate,coral,aragonite,,,,,surface seawater,negative,T_water,,,"DMT (1/14/19) JZ, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO14WUCL.html,,DMT (1/14/19)
Ocean2kHR_026,CO14ZIHO,CO14ZIHO01A,Coral,10.1038/ncomms4607,-28.4589,113.749,-8,Houtman Abrolhos,-60,102,d18O,permil,carbonate,coral,aragonite,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,negative,surface seawater,negative,T_water,,,"DMT (1/14/19) JZ, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO14ZIHO.html,,DMT (1/14/19)
Ocean2kHR_027,CO14ZIHO,CO14ZIHO01AT1,Coral,10.1038/ncomms4607,-28.4589,113.749,-8,Houtman Abrolhos,-60,102,Sr/Ca,mmol/mol,carbonate,coral,aragonite,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,decrease,surface seawater,,,,,"DMT (1/14/19) JZ, NJA",FALSE,http://lipdverse.org/iso2k/0_12_0/CO14ZIHO.html,,DMT (1/14/19)
Ocean2kHR_021,CO14ZIMG,CO14ZIMG02A,Coral,10.1038/srep04393,-23.3572,43.6195,-1.1,"Tulear Reef, SW Madagascar",-44,68,d18O,permil,carbonate,coral,,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,Fixed time coverage,"DMT (1/14/19) JZ, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO14ZIMG.html,should isotope interpretation 2 = Salinity_water? DMT: Fixed 1/14,DMT (1/14/19)
Ocean2kHR_022,CO14ZIMG,CO14ZIMG03A,Coral,10.1038/srep04393,-23.3572,43.6195,-1.1,"Tulear Reef, SW Madagascar",-44,45,d18O,permil,carbonate,coral,,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,Fixed location,"DMT (1/14/19) JZ, NJA",TRUE,http://lipdverse.org/iso2k/0_12_0/CO14ZIMG.html,should isotope interpretation 2 = Salinity_water? DMT: Fixed 1/14,DMT (1/14/19)
CO15ABSP01A,CO15ABSP,CO15ABSP01A,Coral,10.1002/2015PA002810,-3.1833,100.5167,,Taitaitanopo Island,-51.541667,-9.041667,d18O,permil,carbonate,coral,aragonite,temperature and salinity,sea surface,,decrease/increase,surface seawater,negative,T_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO15ABSP.html,,DMT (1/14/19)
WEB832ffc0e,CO17DESC01A,CO17DESC01A,Coral,10.1002/2016JC012458,19.308,110.667,,Hainan Island,695,821,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO17DESC01A.html,,DMT (1/14/19)
WEBe86ec079,CO17DESC01A,CO17DESC01A,Coral,10.1002/2016JC012458,19.308,110.667,,Hainan Island,695,821,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO17DESC01A.html,,DMT (1/14/19)
WEB832ffc0e2,CO17DESC02A,CO17DESC02A,Coral,10.1002/2016JC012458,19.301,110.662,,Hainan Island,863,887,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO17DESC02A.html,,DMT (1/14/19)
WEBe86ec0792,CO17DESC02A,CO17DESC02A,Coral,10.1002/2016JC012458,19.301,110.662,,Hainan Island,863,887,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO17DESC02A.html,,DMT (1/14/19)
WEB832ffc0e22,CO17DESC03A,CO17DESC03A,Coral,10.1002/2016JC012458,19.287,110.656,,Hainan Island,293,322,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO17DESC03A.html,,DMT (1/14/19)
WEBe86ec07922,CO17DESC03A,CO17DESC03A,Coral,10.1002/2016JC012458,19.287,110.656,,Hainan Island,293,322,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO17DESC03A.html,,DMT (1/14/19)
WEB832ffc0e222,CO17DESC04A,CO17DESC04A,Coral,10.1002/2016JC012458,19.3198,110.692,,Hainan Island,178,248,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO17DESC04A.html,,DMT (1/14/19)
WEBe86ec079222,CO17DESC04A,CO17DESC04A,Coral,10.1002/2016JC012458,19.3198,110.692,,Hainan Island,178,248,d18O,permil,carbonate,coral,,,,,,surface seawater,positive,Salinity_water,,,DMT (1/14/19),FALSE,http://lipdverse.org/iso2k/0_12_0/CO17DESC04A.html,,DMT (1/14/19)
WEB27c0dc78,CO17LITW01A,CO17LITW01A,Coral,10.1002/2017JC012944,21.9564,120.762,-5,Nanwan Bay,-54.92,-3,d18O,permil,carbonate,coral,,,,,,surface seawater,negative,T_water,yes,,DMT (1/14/19),TRUE,http://lipdverse.org/iso2k/0_12_0/CO17LITW01A.html,"isotope interpretation1 should this be d18O of seawater? -BK DMT: No, I double checked the paper.  d18O is primarily temp at this site",DMT (1/14/19)
WEB4d49a073,CO17MUMA,CO17MUMA01A,Coral,10.1002/2017GL075504,-5.382,117.914,,Doangdoangan Besar,-60.92,-36.67,d18O,permill vpdb,Monthly data used for calibration,,,,,,,surface seawater,,,,,,,http://lipdverse.org/iso2k/0_12_0/CO17MUMA.html,"Check data set name; ""isotope interpretation1,2,3"" is missing. -BK",
WEB1a9fc096,CO17MUMA,CO17MUMA02A,Coral,10.1002/2017GL075504,-5.382,117.914,,Doangdoangan Besar,-61.94,23.05,d18O,permill vpdb,bimonthly resolution record,,,,,,,surface seawater,,,,,,,http://lipdverse.org/iso2k/0_12_0/CO17MUMA.html,"Check data set name; ""isotope interpretation1,2,3"" is missing. -BK",
WEB0e874eb3,CO17RAPA01A,CO17RAPA01A,Coral,10.1002/2017PA003098,18.54,122.15,-5,Palaui Island,Inf,-Inf,d18O,permil,carbonate,coral,,,,,,surface seawater,negative,T_water,,,DMT (1/14/19),?,http://lipdverse.org/iso2k/0_12_0/CO17RAPA01A.html,"isotope interpretation1,2,3 are missing. -BK DMT: added for all isotope variables in this data series",DMT (1/14/19)
